CodigoEstacion,NombreEstacion,Variable,Parametro,Fecha,Unidad,Valor,NivelAprobacion
21206990,TIBAITATA - AUT [21206990],HUM RELATIVA,Humedad relativa del aire a 2 metros media diaria,2005-02-02 00:00,%,89.53125,Preliminar
21206990,TIBAITATA - AUT [21206990],HUM RELATIVA,Humedad relativa del aire a 2 metros media diaria,2005-02-03 00:00,%,83.9583333333333,Preliminar
21206990,TIBAITATA - AUT [21206990],HUM RELATIVA,Humedad relativa del aire a 2 metros media diaria,2005-02-04 00:00,%,89.2368421052632,Preliminar
21206990,TIBAITATA - AUT [21206990],HUM RELATIVA,Humedad relativa del aire a 2 metros media diaria,2005-02-05 00:00,%,80.5625,Preliminar
21206990,TIBAITATA - AUT [21206990],HUM RELATIVA,Humedad relativa del aire a 2 metros media diaria,2005-02-06 00:00,%,89.5,Preliminar
21206990,TIBAITATA - AUT [21206990],HUM RELATIVA,Humedad relativa del aire a 2 metros media diaria,2005-02-07 00:00,%,85.0789473684211,Preliminar
21206990,TIBAITATA - AUT [21206990],HUM RELATIVA,Humedad relativa del aire a 2 metros media diaria,2005-02-08 00:00,%,87.5227272727273,Preliminar
21206990,TIBAITATA - AUT [21206990],HUM RELATIVA,Humedad relativa del aire a 2 metros media diaria,2005-02-09 00:00,%,86.0416666666667,Preliminar
21206990,TIBAITATA - AUT [21206990],HUM RELATIVA,Humedad relativa del aire a 2 metros media diaria,2005-02-10 00:00,%,95.9772727272727,Preliminar
21206990,TIBAITATA - AUT [21206990],HUM RELATIVA,Humedad relativa del aire a 2 metros media diaria,2005-02-11 00:00,%,92.4545454545454,Preliminar
21206990,TIBAITATA - AUT [21206990],HUM RELATIVA,Humedad relativa del aire a 2 metros media diaria,2005-02-12 00:00,%,97.2954545454546,Preliminar
21206990,TIBAITATA - AUT [21206990],HUM RELATIVA,Humedad relativa del aire a 2 metros media diaria,2005-02-13 00:00,%,91.25,Preliminar
21206990,TIBAITATA - AUT [21206990],HUM RELATIVA,Humedad relativa del aire a 2 metros media diaria,2005-02-14 00:00,%,79.7045454545454,Preliminar
21206990,TIBAITATA - AUT [21206990],HUM RELATIVA,Humedad relativa del aire a 2 metros media diaria,2005-02-15 00:00,%,80.8181818181818,Preliminar
21206990,TIBAITATA - AUT [21206990],HUM RELATIVA,Humedad relativa del aire a 2 metros media diaria,2005-02-16 00:00,%,84.8958333333333,Preliminar
21206990,TIBAITATA - AUT [21206990],HUM RELATIVA,Humedad relativa del aire a 2 metros media diaria,2005-02-17 00:00,%,86.7631578947368,Preliminar
21206990,TIBAITATA - AUT [21206990],HUM RELATIVA,Humedad relativa del aire a 2 metros media diaria,2005-02-18 00:00,%,80.1666666666667,Preliminar
21206990,TIBAITATA - AUT [21206990],HUM RELATIVA,Humedad relativa del aire a 2 metros media diaria,2005-02-19 00:00,%,83.2083333333333,Preliminar
21206990,TIBAITATA - AUT [21206990],HUM RELATIVA,Humedad relativa del aire a 2 metros media diaria,2005-02-20 00:00,%,87.6136363636364,Preliminar
21206990,TIBAITATA - AUT [21206990],HUM RELATIVA,Humedad relativa del aire a 2 metros media diaria,2005-02-21 00:00,%,84,Preliminar
21206990,TIBAITATA - AUT [21206990],HUM RELATIVA,Humedad relativa del aire a 2 metros media diaria,2005-02-22 00:00,%,82.2727272727273,Preliminar
21206990,TIBAITATA - AUT [21206990],HUM RELATIVA,Humedad relativa del aire a 2 metros media diaria,2005-02-23 00:00,%,82.7708333333333,Preliminar
21206990,TIBAITATA - AUT [21206990],HUM RELATIVA,Humedad relativa del aire a 2 metros media diaria,2005-02-24 00:00,%,80.9375,Preliminar
21206990,TIBAITATA - AUT [21206990],HUM RELATIVA,Humedad relativa del aire a 2 metros media diaria,2005-02-25 00:00,%,71.0681818181818,Preliminar
21206990,TIBAITATA - AUT [21206990],HUM RELATIVA,Humedad relativa del aire a 2 metros media diaria,2005-02-26 00:00,%,82.025,Preliminar
21206990,TIBAITATA - AUT [21206990],HUM RELATIVA,Humedad relativa del aire a 2 metros media diaria,2005-02-27 00:00,%,83.4583333333333,Preliminar
21206990,TIBAITATA - AUT [21206990],HUM RELATIVA,Humedad relativa del aire a 2 metros media diaria,2005-02-28 00:00,%,86.1590909090909,Preliminar
21206990,TIBAITATA - AUT [21206990],HUM RELATIVA,Humedad relativa del aire a 2 metros media diaria,2005-03-01 00:00,%,87.375,Preliminar
21206990,TIBAITATA - AUT [21206990],HUM RELATIVA,Humedad relativa del aire a 2 metros media diaria,2005-03-02 00:00,%,83.1666666666667,Preliminar
21206990,TIBAITATA - AUT [21206990],HUM RELATIVA,Humedad relativa del aire a 2 metros media diaria,2005-03-03 00:00,%,89.5833333333333,Preliminar
21206990,TIBAITATA - AUT [21206990],HUM RELATIVA,Humedad relativa del aire a 2 metros media diaria,2005-03-04 00:00,%,88.9545454545454,Preliminar
21206990,TIBAITATA - AUT [21206990],HUM RELATIVA,Humedad relativa del aire a 2 metros media diaria,2005-03-05 00:00,%,83.0833333333333,Preliminar
21206990,TIBAITATA - AUT [21206990],HUM RELATIVA,Humedad relativa del aire a 2 metros media diaria,2005-03-06 00:00,%,84.5,Preliminar
21206990,TIBAITATA - AUT [21206990],HUM RELATIVA,Humedad relativa del aire a 2 metros media diaria,2005-03-07 00:00,%,94.3409090909091,Preliminar
21206990,TIBAITATA - AUT [21206990],HUM RELATIVA,Humedad relativa del aire a 2 metros media diaria,2005-03-08 00:00,%,86.4583333333333,Preliminar
21206990,TIBAITATA - AUT [21206990],HUM RELATIVA,Humedad relativa del aire a 2 metros media diaria,2005-03-11 00:00,%,80.0208333333333,Preliminar
21206990,TIBAITATA - AUT [21206990],HUM RELATIVA,Humedad relativa del aire a 2 metros media diaria,2005-03-12 00:00,%,77.3409090909091,Preliminar
21206990,TIBAITATA - AUT [21206990],HUM RELATIVA,Humedad relativa del aire a 2 metros media diaria,2005-03-13 00:00,%,81.2708333333333,Preliminar
21206990,TIBAITATA - AUT [21206990],HUM RELATIVA,Humedad relativa del aire a 2 metros media diaria,2005-03-14 00:00,%,83.5227272727273,Preliminar
21206990,TIBAITATA - AUT [21206990],HUM RELATIVA,Humedad relativa del aire a 2 metros media diaria,2005-03-15 00:00,%,88.7,Preliminar
21206990,TIBAITATA - AUT [21206990],HUM RELATIVA,Humedad relativa del aire a 2 metros media diaria,2005-03-16 00:00,%,85.625,Preliminar
21206990,TIBAITATA - AUT [21206990],HUM RELATIVA,Humedad relativa del aire a 2 metros media diaria,2005-03-17 00:00,%,85.3181818181818,Preliminar
21206990,TIBAITATA - AUT [21206990],HUM RELATIVA,Humedad relativa del aire a 2 metros media diaria,2005-03-18 00:00,%,90.4,Preliminar
21206990,TIBAITATA - AUT [21206990],HUM RELATIVA,Humedad relativa del aire a 2 metros media diaria,2005-03-19 00:00,%,87.25,Preliminar
21206990,TIBAITATA - AUT [21206990],HUM RELATIVA,Humedad relativa del aire a 2 metros media diaria,2005-03-20 00:00,%,80.25,Preliminar
21206990,TIBAITATA - AUT [21206990],HUM RELATIVA,Humedad relativa del aire a 2 metros media diaria,2005-03-21 00:00,%,79.2916666666667,Preliminar
